statename,unique_id,reporter,address,city,state,zip_code,county,avert_region,lat,lon,first_permit_issue_year,latest_permit_issue_year,data_center_construct_year,new_permit_or_existing_update,number_of_buildings,company,brand,brand_source_url,private_equity_or_asset_manager,private_equity_or_asset_manager_source,generator_type,of_tier_2,of_tier_3,of_tier_4,vocs_tpy,nox_tpy,co_tpy,sox_tpy,pm_tpy,pm2_5_tpy,pm10_tpy,co2e_tpy,rate_capacity_original,total_generator_rate_capacity_kw,estimate_power_consumption_in_kw_hr_calculated_30,estimate_power_consumption_in_kw_hr_calculated_50,estimate_power_consumption_in_kw_hr_calculated_60,size_category_at_30,size_category_at_50_capacity_large_vs_small,size_category_at_50_capacity,size_category_at_60,reporter_notes,page,size_capacity_over_100_mw,records_link,water_stress,water_requested,daily_water_consumption_gallons,annual_water_consumption_gallons,water_notes,water_record_link,number_of_epa_enforcements,total_penalties_assessed,primary_law,case_status_desc,major_basin_name,minor_basin_name,aquifer_name,us_environmental_justice_concern,state_environmental_justice_concern,total_population_within_1_mile_of_site,us_percentile_for_ej_index_for_particulate_matter,us_percentile_for_ej_index_for_ozone,us_percentile_for_ej_index_for_nitrogen_dioxide_no2,us_percentile_for_ej_index_for_diesel_particulate_matter,us_percentile_for_ej_index_for_toxic_releases_to_air,us_percentile_for_ej_index_for_traffic_proximity_and_volume,us_percentile_for_ej_index_for_lead_paint_indicator,us_percentile_for_ej_index_for_superfund_proximity,us_percentile_for_ej_index_for_rmp_proximity,us_percentile_for_ej_index_for_hazardous_waste_proximity,us_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,us_percentile_for_ej_index_for_wastewater_discharge_indicator,us_percentile_for_ej_index_for_drinking_water_non_compliance,state_percentile_for_ej_index_for_particulate_matter,state_percentile_for_ej_index_for_ozone,state_percentile_for_ej_index_for_nitrogen_dioxide_no2,state_percentile_for_ej_index_for_diesel_particulate_matter,state_percentile_for_ej_index_for_toxic_releases_to_air,state_percentile_for_ej_index_for_traffic_proximity_and_volume,state_percentile_for_ej_index_for_lead_paint_indicator,state_percentile_for_ej_index_for_superfund_proximity,state_percentile_for_ej_index_for_rmp_proximity,state_percentile_for_ej_index_for_hazardous_waste_proximity,state_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,state_percentile_for_ej_index_for_wastewater_discharge_indicator,state_percentile_for_ej_index_for_drinking_water_non_compliance,population_within_1_mile_radius_10_000,population_within_1_mile_radius_5_000,estimated_at_2n,estimated_at_n_1,estimated_at_2n_in_twh,estimated_at_n_1_in_twh,estimated_data_center_electricity_use_in_terrawatt_hours_a_year_at_50_capacity,estimated_data_center_electricity_use_in_megawatt_hours_at_50_capacity,,large_facilites,facilities_note
Minnesota,652,Narimes,"1200 Washington Ave S Ste 200, Minneapolis, MN 55414",Minneapolis,MN,55414,Hennepin,Midwest,44.97528858,-93.25060776,1995,1995,,New,,Minnesota Supercomputer Center,University of Minnesota - Minnesota Supercomputing Institute,pg 4 Permit - 8-7-1995 - MINNESOTA SUPERCOMPUTER CENTER - 05300481 - AIR EMISSION OPTION C REGISTRATION PE.pdf,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,From agency: 'We donât have the additional information regarding the equipment that you are asking about for these facilities. This information is not required as part of our air permit process.',,,Permit - 8-7-1995 - MINNESOTA SUPERCOMPUTER CENTER - 05300481 - AIR EMISSION OPTION C REGISTRATION PE.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Twin Cities,-,yes,yes,46226.0,62,41,89,90,88,91,74,93,86,91,84,51,93,96,52,96,96,95,96,84,96,92,96,94,88,95,"More than 10,000","More than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
Missouri,662,Hannah,"1800 Northwest 128th St, Kansas City, MO 64164",Kansas City,MO,64164,Jackson,Central,39.32188304,-94.58609028,2022,2024,,Existing update,,Velvet Tech Services,Meta,"1 Hacker Way, Menlo Park, CA 94025 in permit",,,,,,,-,99.9,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,18 emergency generators - de minimis,,,velvet-tech-llc-kansas-city-042024-001.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Platte,-,no,no,33.0,15,16,8,13,27,12,22,0,29,17,0,12,74,18,22,11,18,34,17,24,0,30,25,0,8,85,"fewer than 10,000","fewer than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
New Jersey,704,Yuheng,"765 US-202. Bridgewater, NJ 08807",Bridgewater,NJ,8807,Somerset,Mid-Atlantic,40.57066574,-74.67032717,2022,2022,,New,,Carteret Data Center,Lightpath,Listed as a Lightpath data center on their website,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,There are no air permits for refrigeration units.,,,PIY0551_GHG220001.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Raritan,-,no,no,8353.0,31,45,47,53,52,40,33,67,58,62,30,59,0,39,28,47,40,60,30,22,21,61,55,18,60,0,"fewer than 10,000","More than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
New Jersey,741,Yuheng,"15 Enterprise Ave N, Secaucus, NJ 07094",Secaucus,NJ,7094,Secaucus,Mid-Atlantic,40.78632663,-74.06915229,2022,2022,,New,,"Dawn US Holdings, LLC",Centersquare,Dawn US Holdings LLC dba Evoque. Evoque and Cyxtera were combined and rebranded as Centersquare.,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,There are no air permits for refrigeration units.,,,PIY0741_GHG220001.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Hackensack / Passaic,-,no,no,11774.0,64,71,78,80,65,77,67,84,71,79,81,77,0,79,78,74,78,57,77,57,78,73,76,72,77,0,"More than 10,000","More than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
New York,777,Yuheng,"155 Corporate Dr, Orangeburg, NY 10962",Orangeburg,NY,10962,Rockland,New York,41.03641718,-73.98591734,2024,2024,,New,,Bloomberg LP,Bloomberg,NP: news and data/software company https://www.bloomberg.com/company/,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,"After filing a FOIL request with the NY DEC, the agency told Narimes there were no responsive records for the facility's rated capacity information. They said they did not collect this information and that it is not confidential; they just don't have the info. MISSING RATED CAPACITY",,,3392400434_ASF.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Hackensack / Passaic,-,no,no,2892.0,44,53,54,62,40,48,30,70,0,56,49,49,0,59,49,47,49,39,40,16,38,0,42,34,46,0,"fewer than 10,000","fewer than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
New York,779,Yuheng,"75 3rd Ave Orangeburg, NY 10962",Orangeburg,NY,10962,Rockland,New York,41.05247193,-73.97260421,2019,2020,,Existing update,,JPMorgan Chase,JPMorgan Chase,JP Morgan Chase in permit,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,"After filing a FOIL request with the NY DEC, the agency told Narimes there were no responsive records for the facility's rated capacity information. They said they did not collect this information and that it is not confidential; they just don't have the info. MISSING RATED CAPACITY",,,3392400493_asf.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Hackensack / Passaic,-,no,no,4946.0,46,55,56,65,39,54,60,71,0,59,55,53,0,61,42,46,50,48,40,43,45,0,43,43,51,0,"fewer than 10,000","fewer than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
Nevada,1259,Narimes,"600 Britain Dr, Sparks, NV 89434",Sparks,NV,89434,Washoe,Northwest,39.55801241,-119.495145,2024,2024,,New,,F & P Construction,PowerHouse,https://www.powerhousedata.com/data-center/powerhouse-reno,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,proposed/in construction - missing rated capacity information,,,A2587 - AP16294696 - F&P CONSTRUCTION - POWERHOUSE DATA CENTER - SAD - PERMIT -.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,Great Basin,Lake Tahoe / Truckee / Pyramid / Winnemucca Lakes,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"fewer than 10,000",,no value,no value,no value,no value,no value,no value,no value,no value,
Virginia,1291,Narimes,"14725 Lee Rd, Chantilly VA 20151",Chantilly,VA,20151,Fairfax,Mid-Atlantic,38.8775614,-77.45279506,2013,2013,,New,,The Aerospace Corporation,The Aerospace Corporation,https://aerospace.org/locations,,,,,,,2,11.7,10.4,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,Missing rated capacity information,,,7397702_DC_Permit_2013.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,no,no,4481.0,41,47,69,69,23,68,28,0,51,57,73,28,0,89,83,81,78,32,76,35,0,74,73,79,29,0,"fewer than 10,000","fewer than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
Alabama,1302,Narimes,"48809 AL Highway 277, Bridgeport AL 35740",Bridgeport,AL,35740,Jackson,Tennessee,34.92119001,-85.7459041,2021,2023,,Existing update,,"Wiessner Enterprises, LLC",Google,contact email in docs is @google.com for Sarah Hoffman,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,"The significant sources of air pollutants at this facility are one group of >2,237 kW (3,000 hp) diesel-fired emergency stationary compression ignition internal combustion engines (CI ICE) equipped with diesel fuel storage tanks (Emission Source No. 001); one group of <2,237 kW (3,000 hp) diesel-fired emergency stationary CI ICE equipped with diesel fuel storage tanks (Emission Source No. 002); and one group of <30 liters/cylinder diesel-fired emergency CI ICE [fire pump engine (Emission Source No. 003)]. (source)",,,51414 705-0057 071 07-25-2023 PERV MOG MSOP INIT.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Guntersville Lake,-,no,no,394.0,43,33,15,42,82,23,53,0,51,37,59,55,88,7,70,37,61,75,35,55,0,58,55,51,37,81,"fewer than 10,000","fewer than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
Massachusetts,1376,Narimes,"55 Middlesex Turnpike, Bedford MA 01730",Bedford,MA,1730,Middlesex,New England,42.51260776,-71.23676253,2019,2019,,New,,Digital 55 Middlesex LLC,Digital Realty,https://www.sec.gov/Archives/edgar/data/1297996/000155837021002191/dlr-20201231xex21d1.htm,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,MISSING RATED CAPACITY INFORMATION,,,Digital 55 Middlesex LLC 50% Emission Cap AQ5025-0000027(19-AQ5025-000010-APP) 08282019 (1).pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,Atlantic Ocean Seaboard,Merrimack / Concord,-,no,no,4382.0,9,12,43,39,46,51,29,66,37,52,45,30,78,37,5,47,48,46,45,27,70,46,53,44,40,74,"fewer than 10,000","fewer than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
Texas,1391,Narimes,"801 Industrial Blvd, Grapevine TX 76051",Grapevine,TX,76051,Tarrant,Texas,32.92967292,-97.10460906,2017,2017,,New,,Rackspace Hosting,Rackspace,pg 47 AIR OP_3473-25557_Permits Public_20171204_Public Notices & Comments__3616343_(Webx).pdf,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,sixteen generators - rated capacity unknown,,,AIR OP_3473-25557_Permits Public_20191212_Site Operating Permit__4754795_(Webx).pdf,Extremely High (>80%),yes,-,-,-,-,-,-,-,-,Gulf Coast,Lower West Fork Trinity,-,no,no,4765.0,71,78,73,70,55,65,16,0,59,57,68,68,0,54,73,56,68,52,59,33,0,33,51,52,66,0,"fewer than 10,000","fewer than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
Louisiana,1398,Narimes,"2070 Gause Blvd E, Slidell LA 70461",Slidell,LA,70461,St. Tammany Parish,Midwest,30.28725577,-89.73739197,2020,2020,,New,,EdgeConneX New Orleans Holdings LLC,EdgeConneX,https://www.edgeconnex.com/locations/americas/new-orleans-la/,,,,,,,-,,,-,,,,,NO VALUE,no value,no value,no value,no value,no value,no value,no value,no value,MISSING RATED CAPACITY INFORMATION,,,12487598.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Liberty Bayou / Tchefunchta / Lake Pontchartrain,Gulf Coastal Plains Aquifer System,no,no,9988.0,53,36,48,41,25,36,20,69,43,51,62,35,77,56,32,49,44,12,49,21,75,33,46,54,25,57,"fewer than 10,000","More than 5,000",no value,no value,no value,no value,no value,no value,no value,no value,
Nebraska,693,Narimes,"14734 Friend Plz, Springfield, NE 68059",Springfield,NE,68059,Sarpy,Central,41.12298233,-96.13966873,2017,2024,,Existing update,,Raven Northbrook LLC,Meta,1 Hacker Way in permit,,,,,,,2.01,99.9,10.51,0.06,2.39,2.02,2.29,6716.0,6778.5MMBtu/hr,1986101,595830,993050,"1,191,660",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,pg 6-8 5_8_2023 - AIR - 108432 - DEQ Issued Permit - REVISED OPERATING.pdf,"6, 8",over 100 MW,5_8_2023 - AIR - 108432 - DEQ Issued Permit - REVISED OPERATING.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Lower Platte,-,no,no,57.0,13,8,13,12,15,15,19,57,34,20,29,24,73,28,20,11,18,17,21,18,60,23,30,17,23,61,"fewer than 10,000","fewer than 5,000",496525.13,794440.2,4.35,6.959,8.7,993.05,645482.66,Possible hyperscaler,
Arizona,1301,Rosemarie,"17501 W Bethany Home Rd, Litchfield Park, AZ 85340",Litchfield Park,AZ,85340,Maricopa,Southwest,33.51641246,-112.4232637,2024,2024,,New,,"QTS Glendale I, LLC",QTS,in the name itself,,,,624,,,-,90.0,,-,,,,,3633 BHP x 608,1653881,496164,826940,"992,328",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Cat 3516C Emergency Engine, EPA Tier 2, Manufactured 2023, Equipped w/ SCR, 608 Identical Engines @ 3,633 BHP + Cat C32 Emergency Engine, EPA Tier 2, Manufactured 2023, Equipped w/ SCR, 16 Identical Engines @ 1829 kW",,over 100 MW,712491.pdf,Extremely High (>80%),yes,-,-,-,-,-,-,-,-,"North America, Colorado",Aqua Fria,-,no,no,12248.0,77,85,79,78,76,73,18,80,73,60,44,78,86,79,69,75,72,78,65,50,82,73,69,42,64,79,"More than 10,000","More than 5,000",413470.18,661552.28,3.622,5.795,7.24,826.94,537511.23,Possible hyperscaler,
Virginia,1049,Yuheng,"12100 Sunrise Valley Dr, Reston, VA 20191",Reston,VA,20191,Fairfax,Mid-Atlantic,38.95096295,-77.36452108,2013,2013,,New,,"CoreSite Real Estate 12100 Sunrise Valley Dr, LLC",CoreSite,https://www.coresite.com/data-center/va1-reston-va,,,Caterpillar,,,,1.6,49.4,7.7,2.1,,,,,,1422234,426670,711117,"853,340",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Five (5) Caterpillar diesel fired engine generator sets, Model # 3516C 2,000 kWe (2937 bhp); Eight (8) Caterpillar diesel fired engine generator sets, Model # 3516C-HD 2,500 kWe (3634 bhp) each; Four (4) Caterpillar diesel- fired engine generator sets Model #3516 2200 kWe each; Three (3) Caterpillar diesel fired engine generator sets, Model* 3516C, 2,000 kWe (2937 bhp) each; Two (2) natural gas-fired boilers 2.1 million Btu/hr each; Two (2) natural gas-fired water heaters 0.25 million Btu/hr each",,over 100 MW,72296 - Permit - 20130131_9097781.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,-,no,yes,15003.0,42,56,74,72,29,70,21,56,0,53,71,67,0,90,89,85,82,46,80,26,61,0,68,74,74,0,"More than 10,000","More than 5,000",355558.51,568893.61,3.115,4.984,6.23,711.12,462226.06,Possible hyperscaler,
Virginia,1056,Yuheng,"6000 Technology Blvd, Sandston, VA 23150",Sandston,VA,23150,Henrico,Mid-Atlantic,37.48925796,-77.24622862,2000,2024,,Existing update,,"Quality Investment Properties Richmond, LLC",QTS,in the name itself,,,Caterpillar & MTU,,,,10.7,94.0,50.1,-,3.4,3.8,3.8,,,1296400,388920,648200,"777,840",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,295@2500kW; 99@2500kW or 2250kW; 33@2250; 33@2250; 33@2500; 9@2500kW; 17@2500kW; 10@2500kW; 2@2000kW; 2@1825kW; 3@2500,,over 100 MW,51232_DC_Permit_2024.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Lower James,Gulf Coastal Plains Aquifer System,no,no,206.0,14,7,13,25,54,23,31,0,44,35,35,18,,36,29,19,26,56,26,38,0,62,46,24,20,,"fewer than 10,000","fewer than 5,000",324100,518560,2.839,4.543,5.68,648.2,421330,Possible hyperscaler,
Nebraska,686,Narimes,"8425 N 114th St, Omaha, NE 68142",Omaha,NE,68142,Douglas,Central,41.33756793,-96.0896946,2023,2023,,New,,Westwood Solutions LLC,Google,https://www.datacenterdynamics.com/en/news/google-filing-to-expand-data-center-site-in-omaha-nebraska/,,,,,,,20.24,155.11,52.36,0.09,15.37,9.49,12.33,9445.0,4300MMBtu/hr,1259900,377970,629950,"755,940",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,pg 11 3_31_2023 - AIR - 117197 - DEQ Issued Permit - CONSTRUCTION.pdf,11,over 100 MW,3_31_2023 - AIR - 117197 - DEQ Issued Permit - CONSTRUCTION.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Big Papillion / Mosquito,-,no,no,2223.0,47,36,67,57,79,61,15,72,67,57,66,25,86,85,77,74,74,86,75,11,80,60,69,70,22,86,"fewer than 10,000","fewer than 5,000",314975,503960,2.759,4.415,5.52,629.95,409467.5,Possible hyperscaler,
Nebraska,692,Narimes,"14865 Gold Coast Rd, Papillion, NE 68138",Papillion,NE,68138,Sarpy,Central,41.13708353,-96.14509432,2020,2025,,Existing update,,Fireball Group LLC,Google,https://flatwaterfreepress.org/facebook-google-data-centers-among-newest-additions-to-urbanizing-nebraska-farmland/,,,,,,,106.48,106.48,58.23,0.03,0.34,0.31,0.32,9772.31,3698MMBtu/hr,1083897,325169,541948,"650,338",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"'25.48 MMBTU/hr x 104 units 20.55 MMBTU/hr x 18 units 15.21 MMBTU/hr x 15 units' + B2G27-B2G34 (8 units) at 25.48 MMBTU/hr (p. 4 of 2023 permit), and B12CG1-B12GC12 (12 units) at 20.55/MMBtu/hr (p. 5 of 2023 permit)","3, 4",over 100 MW,2_19_2020 - AIR - 106518 - DEQ Issued Permit - CONSTRUCTION.pdf2_3_2023 - AIR - 106518 - DEQ Issued Permit - OPERATING.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Big Papillion / Mosquito,-,no,no,16.0,18,11,24,20,21,24,17,0,41,28,32,31,74,45,35,23,29,26,32,15,0,41,38,26,35,65,"fewer than 10,000","fewer than 5,000",270974.24,433558.79,2.374,3.798,4.75,541.95,352266.52,Possible hyperscaler,
Mississippi,1404,Hannah,Nissan Parkway and Highway 22,Canton,MS,39046,Madison,Midwest,32.58920337,-90.09333337,2024,2024,,New,,Amazon Data Services Inc,Amazon,,,,,,,,-,249.0,,-,,,,,,953981,286194,476991,"572,389",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,,,over 100 MW,Amazon Air Quality Permit.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"Gulf of Mexico, North Atlantic Coast",Lower Pearl / Silver,Gulf Coastal Plains Aquifer System,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,"fewer than 10,000",,238495.25,381592.4,2.089,3.343,4.18,476.99,310043.83,Possible hyperscaler,
Arizona,32,Yuheng,"800 N 40th St, Phoenix, AZ 85008",Phoenix,AZ,85008,Maricopa,Southwest,33.45717724,-111.996388,2023,2023,,New,,"SI PHX02A, LLC",Stack Infrastructure,1700 Broadway STE. 1750 (see contact page),ICONIQ Capital,https://www.iconiqcapital.com/real-assets/digital-infrastructure,Caterpillar & Kohler,,,,-,39.0,,-,,,,,,866750,260025,433375,"520,050",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Main Generators 127@ 3.25 MW (4,706 HP) CAT C175-16 OR 3.5 MW (5,040 HP) Kohler KD3500 4,706 HP OR 5,040 HP; 5@House Generators â 900 kW (1,367 HP) Kohler KD900 OR 1 MW (1,483 HP) CAT C32 1,367 HP OR 1,483 HP; 132@ Diesel Belly Tanks CAT: 417750 Kohler: 449000",,over 100 MW,Stack Datacenter.pdf,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,"North America, Colorado",Lower Salt,-,yes,yes,21580.0,89,96,93,93,85,94,78,96,89,93,81,96,0,90,94,95,93,87,95,86,95,90,94,82,95,0,"More than 10,000","More than 5,000",216687.5,346700,1.898,3.037,3.8,433.38,281693.75,Possible hyperscaler,
Texas,905,Yuheng,"300 Houston School Rd, Red Oak, TX 75154",Red Oak,TX,75154,Ellis,Texas,32.53732415,-96.8049707,2020,2022,,Existing update,,"Compass Datacenters DFW III, LLC",Compass Datacenters,pg 1 AIR NSR_161048-315071_Permits Public_20200420_Initial Application__4667497_(Nativex).pdf ; https://www.compassdatacenters.com/news/brookfield-infrastructure-and-ontario-teachers-to-acquire-compass-datacenters-from-redbird-capital-partners-and-azrieli-group/,,,,,,,2.89,49.48,6.11,0.08,1.27,1.27,1.27,,,851200,255360,425600,"510,720",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,> 256 Tier 2 Diesel Fired 2 MW Emergency Generators de-rated by the manufacturer to 1.825MW; and > 256 Diesel Fuel Storage Belly Tanks.âº 190 Tier 2 Diesel Fired 2000 kw Emergency Generators; âº 5 Tier 2 Diesel Fired 800 kw Emergency Generators; and âº 195 Diesel Fuel Storage Belly Tanks. (This is the second expansion of the data center),,over 100 MW,AIR NSR_161048-315071_Permits Public_20200420_Initial Application__4667497_(Nativex).pdfAIR NSR_168741-341322_Permits Public_20220419_Initial Application__6036798_(Nativex).pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Gulf Coast,Upper Trinity,-,no,no,4566.0,74,73,69,71,58,53,33,0,60,49,74,29,89,43,49,44,67,56,39,48,0,31,43,60,13,87,"fewer than 10,000","fewer than 5,000",212800,340480,1.864,2.983,3.73,425.6,276640,Possible hyperscaler,
